oid,ndethist,ncovhist,mjdstarthist,mjdendhist,corrected,stellar,ndet,g_r_max,g_r_max_corr,g_r_mean,g_r_mean_corr,firstmjd,lastmjd,deltajd,meanra,meandec,sigmara,sigmadec,class,classifier,probability,step_id_corr,target_class,candid_used,stamp_dir,stamp_error,fid,fid_band,magpsf,sigmapsf,sgscore1,sgscore2,sgscore3,distpsnr1,distpsnr2,distpsnr3,classtar,fwhm,isdiffpos,alert_ndethist,alert_ncovhist,chinr,sharpnr,objectidps1,sgmag1,srmag1,simag1,szmag1,nmtchps,ablation_prior_file
ZTF23aaencty,95,2749,60036.5,60114.25,True,False,36,-0.048889,0.072828,-0.19417411,0.13764483,60036.46090279985,60114.3540277998,77.89312499994412,250.32515955,26.742934402777777,3.463719305653704e-05,1.9724031551491725e-05,SN,stamp_classifier,0.91079116,1.2.0,SN,2.289386813915015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF23aaencty,,1.0,g,18.60028648376465,0.1130213215947151,0.5,0.0294582992792129,0.5,0.4682172238826751,0.8235872387886047,1.1685818433761597,0.9879999756813048,2.490000009536743,t,2.0,2597.0,1.555999994277954,0.1850000023841858,1.4009250325020214e+17,21.00510025024414,-999.0,20.31279945373535,20.022600173950195,8.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF23aaencty.json
ZTF23abpnliy,3,2491,58480.407349499874,61097.275590300094,False,False,2,,,,,60256.481307900045,61097.275590300094,840.7942824000493,115.98434215872052,-27.857981012662066,0.0584014916670452,0.0516332581488631,bogus,stamp_classifier,0.95609003,27.5.7a32.dev1,bogus,2.502481301415015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\bogus\ZTF23abpnliy,,2.0,r,16.563678741455078,0.20724418759346,1.0,1.0,0.8974170088768005,4.7547383308410645,7.05695390701294,8.806413650512695,0.7020000219345093,2.720000028610229,t,2.0,1740.0,0.3379999995231628,0.0010000000474974,7.457115984014216e+16,11.934000015258787,12.057000160217283,12.196000099182127,12.300000190734863,27.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF23abpnliy.json
ZTF26aapmzyj,1,1644,61124.18515049992,61124.18515049992,False,False,1,,,,,61124.18515049992,61124.18515049992,0.0,149.1338757,-1.6070173,0.0850334465503692,0.0850000008940696,asteroid,stamp_classifier,1.0,27.5.7a32.dev1,asteroid,3.3701851540150154e+18,F:\ZTF_Adjusted_Dataset\stamps_original\asteroid\ZTF26aapmzyj,,2.0,r,19.512182235717773,0.1179257631301879,0.9641669988632202,0.9842079877853394,0.0013333299430087,7.084245681762695,8.116459846496582,9.88572120666504,1.0,2.039999961853028,t,1.0,1644.0,1.2139999866485596,-0.1599999964237213,1.060714913582126e+17,22.01059913635254,21.42259979248047,21.026500701904297,20.77840042114257,10.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF26aapmzyj.json
ZTF26aapnaoo,1,3259,61124.18515049992,61124.18515049992,False,False,1,,,,,61124.18515049992,61124.18515049992,0.0,149.1211744,0.9120031,0.0850107669830322,0.0850000008940696,asteroid,stamp_classifier,1.0,27.5.7a32.dev1,asteroid,3.3701851556150154e+18,F:\ZTF_Adjusted_Dataset\stamps_original\asteroid\ZTF26aapnaoo,,2.0,r,19.93082618713379,0.1809166222810745,0.5,0.0012499999720603,0.062458299100399,3.4569809436798096,3.677389621734619,11.551989555358888,0.962000012397766,2.380000114440918,t,1.0,3259.0,0.6639999747276306,0.0439999997615814,1.0909149121168382e+17,22.16349983215332,21.050600051879883,-999.0,20.443300247192383,4.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF26aapnaoo.json
ZTF21aaowaxx,777,5372,59282.51354169985,59486.18209489994,True,False,228,-0.014526,0.007646,0.34881857,0.2504054,59282.51354169985,59486.18209489994,203.66855320008472,252.9938154890351,62.56787437675438,0.000110516922032,4.165312532465636e-05,SN,stamp_classifier,0.9069585,correction_1.0.6,SN,1.528513544615015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF21aaowaxx,,2.0,r,19.297298431396484,0.1003061458468437,0.1545950025320053,0.0309820994734764,0.5,0.2075307667255401,1.1412324905395508,2.12730073928833,0.9959999918937684,2.4100000858306885,t,1.0,4233.0,2.5269999504089355,0.2540000081062317,1.830825299386621e+17,21.27470016479492,21.39249992370605,21.25510025024414,21.069900512695312,11.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF21aaowaxx.json
ZTF26aapnaoj,1,1650,61124.18515049992,61124.18515049992,False,False,1,,,,,61124.18515049992,61124.18515049992,0.0,149.5903289,0.4855364999999999,0.0850030556321144,0.0850000008940696,asteroid,stamp_classifier,1.0,27.5.7a32.dev1,asteroid,3.3701851556150154e+18,F:\ZTF_Adjusted_Dataset\stamps_original\asteroid\ZTF26aapnaoj,,2.0,r,19.30782699584961,0.1050345301628112,0.0181667003780603,0.4291070103645324,0.0192499998956918,17.34706687927246,25.276704788208008,28.617929458618164,0.9800000190734864,2.2699999809265137,t,1.0,1650.0,0.7409999966621399,0.0270000007003545,1.085814958622162e+17,21.512800216674805,21.11160087585449,20.87260055541992,21.062400817871094,3.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF26aapnaoj.json
ZTF19adbgmbk,32,149,58367.336111099925,58839.106053200085,False,False,3,0.41800117,,0.53258514,,58812.14118060004,58839.106053200085,26.96487260004505,354.333959,-13.338752,3.5044543074637566e-05,0.0002503593217757,bogus,stamp_classifier,0.9573554,corr_bulk_0.0.1,bogus,1.08510605561501e+18,F:\ZTF_Adjusted_Dataset\stamps_original\bogus\ZTF19adbgmbk,,1.0,g,17.82286834716797,0.198022112250328,0.5,0.5,0.5,13.482735633850098,14.228262901306152,14.287238121032717,0.4830000102519989,1.6421781778335571,f,32.0,149.0,10.505000114440918,1.1239999532699585,9.199354337473576e+16,-999.0,12.2701997756958,13.505499839782717,12.3641996383667,12.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF19adbgmbk.json
ZTF26aapnaim,1,1205,61124.18468749989,61124.18468749989,False,False,1,,,,,61124.18468749989,61124.18468749989,0.0,155.0007138,-10.3554623,0.0864074453711509,0.0850000008940696,asteroid,stamp_classifier,1.0,27.5.7a32.dev1,asteroid,3.3701846820150154e+18,F:\ZTF_Adjusted_Dataset\stamps_original\asteroid\ZTF26aapnaim,,2.0,r,20.108413696289062,0.1945127993822097,0.0164583008736372,-999.0,-999.0,22.38227844238281,-999.0,-999.0,0.9990000128746032,2.1700000762939453,t,1.0,1205.0,0.6240000128746033,-0.2300000041723251,9.5561550054299e+16,-999.0,21.816200256347656,21.48900032043457,21.058000564575195,1.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF26aapnaim.json
ZTF23aakurle,4,1598,58693.25,60084.5,False,False,1,,,,,60084.43052079994,60084.43052079994,0.0,315.7877131,-14.5248801,,,bogus,stamp_classifier,0.9667467,1.2.0,bogus,2.33043052511501e+18,F:\ZTF_Adjusted_Dataset\stamps_original\bogus\ZTF23aakurle,,1.0,g,18.883514404296875,0.1556922197341919,0.2260240018367767,0.289887011051178,0.5,1.6528335809707642,1.8712263107299805,2.426889181137085,0.4289999902248382,1.7483526468276978,f,4.0,1598.0,7.408999919891357,0.3310000002384186,9.05731578817606e+16,-999.0,-999.0,16.572500228881836,-999.0,16.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF23aakurle.json
ZTF25aafwcbo,1,336,60724.43961809995,60724.43961809995,False,False,1,,,,,60724.43961809995,60724.43961809995,0.0,179.5656789,-20.9315612,0.0695925652980804,0.0649999976158142,bogus,stamp_classifier,0.9562748,26.0.1,bogus,2.9704396152150103e+18,F:\ZTF_Adjusted_Dataset\stamps_original\bogus\ZTF25aafwcbo,,1.0,g,16.039987564086914,0.082840546965599,0.0012499999720603,0.0294167008250951,-999.0,25.388715744018555,26.272815704345703,-999.0,0.977999985218048,3.660000085830689,f,1.0,336.0,1.0479999780654907,1.6419999599456787,8.288179562136982e+16,-999.0,21.311899185180664,21.48730087280273,-999.0,2.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF25aafwcbo.json
ZTF21abqoxsc,12,501,59427.39966440015,59438.46280089999,True,False,6,-0.075855106,0.097019106,0.047940426,0.19950934,59428.40287039988,59438.46280089999,10.059930500108749,3.2888132,2.7920082,4.022780133185634e-05,3.433843327815101e-05,SN,stamp_classifier,0.90244323,correction_1.0.6,SN,1.674402873115015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF21abqoxsc,,2.0,r,20.205486297607425,0.1631254404783249,0.0,0.9954169988632202,0.0,1.021668553352356,12.104252815246582,12.517945289611816,0.9700000286102296,1.9299999475479128,t,2.0,489.0,1.2350000143051147,0.1620000004768371,1.1135003288796138e+17,21.93490028381348,21.459699630737305,21.23340034484864,20.767200469970703,4.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF21abqoxsc.json
ZTF24aaaaljm,1,1723,60311.12958330009,60311.12958330009,True,False,1,,,,,60311.12958330009,60311.12958330009,0.0,12.401763600000002,-18.036208,0.0893926620483398,0.0850000008940696,SN,stamp_classifier,0.90988064,23.12.25,SN,2.557129583015015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24aaaaljm,,2.0,r,19.60822868347168,0.1164652407169342,0.0,0.9950000047683716,0.0012499999720603,0.7135748267173767,23.049184799194336,25.56888198852539,0.9490000009536744,2.2699999809265137,t,1.0,1723.0,2.253000020980835,0.2039999961853027,8.635012401652672e+16,19.64150047302246,19.28569984436035,18.67230033874512,18.706600189208984,4.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF24aaaaljm.json
ZTF25acdysxw,1,956,60991.39793979982,60991.39793979982,False,False,1,,,,,60991.39793979982,60991.39793979982,0.0,82.6681572,-24.3429536,0.0713427662849426,0.0649999976158142,bogus,stamp_classifier,0.9603781,27.5.7a32.dev1,bogus,3.23739793211501e+18,F:\ZTF_Adjusted_Dataset\stamps_original\bogus\ZTF25acdysxw,,1.0,g,14.495640754699709,0.1874597668647766,0.8067079782485962,0.7168390154838562,0.9876790046691896,11.872797012329102,13.33721923828125,18.475643157958984,0.6990000009536743,4.889999866485596,f,1.0,956.0,3.796999931335449,0.2599999904632568,7.879082671559011e+16,-999.0,-999.0,21.138999938964844,20.612699508666992,5.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF25acdysxw.json
ZTF21abxbhxg,23,514,59430.47613430023,59521.25300930021,True,True,2,,,,,59518.295555599965,59521.25300930021,2.957453700248152,16.0581724,-20.2529103,3.988082245771294e-05,6.731656556681281e-05,AGN,stamp_classifier,0.85958374,correction_1.0.6,AGN,1.764295550615015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\AGN\ZTF21abxbhxg,,2.0,r,20.61868476867676,0.2147055119276046,0.9887920022010804,0.537136971950531,0.0016666699666529,0.0760864913463592,5.888535976409912,15.728379249572754,0.7260000109672546,1.2677985429763794,t,22.0,511.0,0.3709999918937683,-0.0020000000949949,8.369016058225685e+16,19.991300582885746,19.77669906616211,19.79789924621582,19.784099578857425,8.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF21abxbhxg.json
ZTF20aabrbfq,1,159,58851.07662039995,58851.07662039995,False,False,1,,,,,58851.07662039995,58851.07662039995,0.0,355.6378092,-26.4399924,,,bogus,stamp_classifier,0.9555922,corr_bulk_0.0.1,bogus,1.09707662041501e+18,F:\ZTF_Adjusted_Dataset\stamps_original\bogus\ZTF20aabrbfq,,2.0,r,14.614812850952148,0.1276668459177017,0.5,0.5,0.5,1.797766089439392,6.382566452026367,10.254678726196287,1.0,2.25,f,1.0,159.0,0.4769999980926513,0.1570000052452087,7.6273556373412e+16,-999.0,21.32990074157715,21.7091007232666,-999.0,8.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF20aabrbfq.json
ZTF24abzpdnt,1,964,60672.18768520001,60672.18768520001,False,False,1,,,,,60672.18768520001,60672.18768520001,0.0,85.4722737,-8.0490622,0.0656467154622078,0.0649999976158142,bogus,stamp_classifier,0.97346884,26.0.1,bogus,2.91818768331501e+18,F:\ZTF_Adjusted_Dataset\stamps_original\bogus\ZTF24abzpdnt,,1.0,g,19.61779022216797,0.2098684757947921,0.9484999775886536,-999.0,-999.0,2.937100887298584,-999.0,-999.0,0.5540000200271606,6.809999942779541,f,1.0,964.0,1.1859999895095823,-0.4280000030994415,9.834085471427155e+16,25.690000534057617,22.86400032043457,21.41519927978516,20.506000518798828,1.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF24abzpdnt.json
ZTF26aapmzvd,1,2542,61124.18137730006,61124.18137730006,False,False,1,,,,,61124.18137730006,61124.18137730006,0.0,174.77768009999997,0.8854481,0.0850101485848426,0.0850000008940696,asteroid,stamp_classifier,1.0,27.5.7a32.dev1,asteroid,3.370181370315015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\asteroid\ZTF26aapmzvd,,2.0,r,19.38362693786621,0.1323177516460418,0.4487920105457306,0.5859580039978027,-999.0,27.074678421020508,29.592342376708984,-999.0,0.9789999723434448,2.5199999809265137,t,1.0,2542.0,0.5799999833106995,-0.1040000021457672,1.0905174775945434e+17,21.99720001220703,21.421199798583984,21.07309913635254,20.87719917297364,2.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF26aapmzvd.json
ZTF26aapnarj,1,2239,61124.18609949993,61124.18609949993,False,False,1,,,,,61124.18609949993,61124.18609949993,0.0,141.1782882,-2.2315197,0.0850645080208778,0.0850000008940696,asteroid,stamp_classifier,1.0,27.5.7a32.dev1,asteroid,3.3701860942150154e+18,F:\ZTF_Adjusted_Dataset\stamps_original\asteroid\ZTF26aapnarj,,2.0,r,19.87509727478028,0.1466391682624817,0.9980000257492064,0.5,0.9952679872512816,8.458595275878906,9.816802024841309,11.84575653076172,0.977999985218048,2.240000009536743,t,1.0,2239.0,0.5320000052452087,-0.0130000002682209,1.0532141176463427e+17,19.256799697875977,18.71030044555664,18.48579978942871,18.407100677490234,4.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF26aapnarj.json
ZTF19acaohtw,71,491,58673.4790277998,59218.12999999989,True,True,46,-0.058200836,0.11912469,0.07374382,0.20009188,59044.46026619989,59218.12999999989,173.669733799994,3.322757880434782,-0.1099396847826087,6.772660931049816e-05,5.325276400710228e-05,AGN,stamp_classifier,0.86430705,corr_bulk_0.0.1,AGN,1.33237634551501e+18,F:\ZTF_Adjusted_Dataset\stamps_original\AGN\ZTF19acaohtw,,2.0,r,20.43536949157715,0.1840520352125167,0.8455830216407776,0.0018749999580904,0.1560059934854507,0.0638830363750457,16.286510467529297,20.96305656433105,0.890999972820282,1.1026095151901243,f,34.0,380.0,0.1860000044107437,0.0020000000949949,1.0786003322734856e+17,20.046499252319336,19.84140014648437,20.167800903320312,19.539100646972656,8.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF19acaohtw.json
ZTF25abmvvmj,6,1662,60916.33877310017,60922.437604200095,True,False,4,,,,,60916.33877310017,60922.437604200095,6.0988310999237,7.757792575,2.26403375,0.0325253903865814,0.0324999988079071,SN,stamp_classifier,0.906386,27.5.6,SN,3.162338770115015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF25abmvvmj,,1.0,g,20.297740936279297,0.1872298419475555,0.0,0.1088330000638961,1.0,0.5843700766563416,5.701875686645508,9.309672355651855,0.8920000195503235,1.238823652267456,t,1.0,1651.0,3.1989998817443848,0.3190000057220459,1.107100775765972e+17,19.88409996032715,18.90439987182617,18.298099517822266,18.16259956359864,9.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF25abmvvmj.json
ZTF21acjtpeh,1,671,59518.31950230012,59518.31950230012,False,False,1,,,,,59518.31950230012,59518.31950230012,0.0,52.4360301,-20.3917687,,,bogus,stamp_classifier,0.95532143,correction_1.0.6,bogus,1.764319500715015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\bogus\ZTF21acjtpeh,,2.0,r,19.75731468200684,0.1935845464468002,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.984000027179718,1.870000004768372,t,1.0,671.0,1.059999942779541,0.1389999985694885,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF21acjtpeh.json
ZTF26aargnkd,1,2438,61135.39353010012,61135.39353010012,False,False,1,,,,,61135.39353010012,61135.39353010012,0.0,205.7375902,10.2367389,0.086374931037426,0.0850000008940696,asteroid,stamp_classifier,1.0,27.5.7a32.dev1,asteroid,3.381393533115015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\asteroid\ZTF26aargnkd,,2.0,r,18.80692481994629,0.0958184748888015,0.921958029270172,0.0033750000875443,0.0020833299495279,20.97306632995605,22.483003616333008,25.52190971374512,0.9819999933242798,2.789999961853028,t,1.0,2438.0,0.6769999861717224,-0.6460000276565552,1.2028205732955026e+17,21.10149955749512,20.692699432373047,20.55150032043457,20.53009986877441,4.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF26aargnkd.json
ZTF24abalcyn,20,1843,59736.46668979991,60579.2652083002,True,False,7,,,,,60527.39175930014,60579.2652083002,51.87344900006429,17.596681795878013,28.51165590043889,0.0587596259154827,0.051633257804039,AGN,stamp_classifier,0.8630988,24.5.2a6,AGN,2.77841224551501e+18,F:\ZTF_Adjusted_Dataset\stamps_original\AGN\ZTF24abalcyn,,2.0,r,20.96233558654785,0.2137912064790725,1.0,0.5,0.0241071004420518,0.0481754578649997,10.177322387695312,26.715499877929688,0.8090000152587891,1.1907333135604858,f,11.0,1761.0,0.7409999966621399,-0.0120000001043081,1.422101759669846e+17,19.64690017700196,19.678600311279297,19.36870002746582,19.1879997253418,4.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF24abalcyn.json
ZTF20abmzaqt,426,2055,58662.5,60113.5,True,False,42,0.1414,0.033048,0.23254511,0.12847774,59045.35699070012,60113.44601849979,1068.089027799666,328.21586423333326,9.429576947619047,6.116874965857641e-05,9.083459703532332e-05,AGN,stamp_classifier,0.8690352,1.2.0,AGN,1.30337049041501e+18,F:\ZTF_Adjusted_Dataset\stamps_original\AGN\ZTF20abmzaqt,,2.0,r,20.785850524902344,0.2009912431240081,0.9898930191993712,0.5,0.0016666699666529,0.1629371792078018,13.403016090393066,17.247150421142578,0.6499999761581421,1.1973448991775513,f,30.0,422.0,0.3840000033378601,-0.006000000052154,1.1931328215835603e+17,20.120100021362305,20.094600677490234,19.87929916381836,19.92659950256348,6.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF20abmzaqt.json
ZTF21abxcsiz,17,375,58715.4682407002,59526.23153939983,True,True,10,0.03816373,0.19736215,0.05017709,0.20629233,59430.46033560019,59526.23153939983,95.7712037996389,8.36112683,-20.9391926,6.33206136352259e-05,8.347353539363294e-05,AGN,stamp_classifier,0.86446255,correction_1.0.6,AGN,1.705396285615015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\AGN\ZTF21abxcsiz,,2.0,r,20.614635467529297,0.2170999199151992,0.959555983543396,0.0012499999720603,0.0041666701436042,0.4166017472743988,2.8086488246917725,19.18390464782715,0.4819999933242798,1.3286092281341553,t,4.0,294.0,0.5889999866485596,-0.0010000000474974,8.287008361103325e+16,19.43149948120117,19.43969917297364,19.45319938659668,19.36680030822754,6.0,data_second_roll_out_ablation/priors/gpt54_high/ZTF21abxcsiz.json
