oid,ndethist,ncovhist,mjdstarthist,mjdendhist,corrected,stellar,ndet,g_r_max,g_r_max_corr,g_r_mean,g_r_mean_corr,firstmjd,lastmjd,deltajd,meanra,meandec,sigmara,sigmadec,class,classifier,probability,step_id_corr,target_class,candid_used,stamp_dir,stamp_error,fid,fid_band,magpsf,sigmapsf,sgscore1,sgscore2,sgscore3,distpsnr1,distpsnr2,distpsnr3,classtar,fwhm,isdiffpos,alert_ndethist,alert_ncovhist,chinr,sharpnr
ZTF20abolejm,280,1587,58703.46015049983,60885.41644679988,True,False,154,,,,,59045.36123839999,60885.41644679988,1840.055208399892,354.48509436147265,-2.991861886905684,0.0056743265163162,0.0056665920120918,AGN,stamp_classifier,0.8831937,27.5.6,AGN,1.30646211241501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF20abolejm,,1.0,g,20.630796432495117,0.20429575443267822,0.5817499756813049,0.01075000036507845,0.5,0.2987731695175171,11.581542015075684,11.750657081604004,0.7049999833106995,1.2603040933609009,f,8.0,254.0,0.24400000274181366,0.007000000216066837
ZTF19abkeokm,55,1159,58667.4399652998,60967.23037040001,True,True,10,,,,,59052.41831019986,60967.23037040001,1914.812060200144,351.96904285696155,-14.901634580489889,0.022212449825782,0.0214654168999705,AGN,stamp_classifier,0.88235146,27.5.6,AGN,1.30141744631501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF19abkeokm,,1.0,g,20.589378356933594,0.21208247542381287,0.919642984867096,0.41362500190734863,0.0,0.21365635097026825,4.795786380767822,18.36202049255371,0.6079999804496765,2.0999999046325684,f,8.0,231.0,0.5220000147819519,0.014999999664723873
ZTF23abdqwcb,49,1529,58429.2311689998,60974.25379629992,True,False,10,,,,,60555.30350690009,60974.25379629992,418.9502893998288,3.753766753319357,-9.022776622021317,0.0212583643288174,0.0209953142224406,AGN,stamp_classifier,0.88193744,27.5.7a32.dev1,AGN,2.83127932421501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF23abdqwcb,,1.0,g,20.953723907470703,0.1770617961883545,0.9983329772949219,0.5,0.015625,0.21466967463493347,14.480622291564941,14.489521026611328,0.9660000205039978,1.2628071308135986,f,18.0,1205.0,0.5370000004768372,0.00800000037997961
ZTF23abtzhas,43,1470,58788.31795139983,60292.21266200021,True,False,3,,,,,60290.34515050007,60292.21266200021,1.8675115001387892,50.97410843332648,17.91197113333333,0.0394393876420584,0.0375277661208153,AGN,stamp_classifier,0.8813476,23.12.20,AGN,2.53821266261501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF23abtzhas,,1.0,g,21.339656829833984,0.20509901642799377,1.0,0.9889580011367798,0.5,0.06572235375642776,5.323688507080078,27.897939682006836,0.7139999866485596,1.2298697233200073,f,43.0,1470.0,0.11900000274181366,0.0010000000474974513
ZTF21abyniml,446,1849,59087.33530090004,61005.17914350005,True,False,249,,,,,59497.33706020005,61005.17914350005,1507.8420832999982,356.0616766741359,-5.337567171088345,0.0038092358858217,0.0037927186596439,AGN,stamp_classifier,0.8811473,27.5.7a32.dev1,AGN,1.77015032041501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF21abyniml,,1.0,g,20.57101821899414,0.21102869510650635,0.9920830130577087,0.5,0.0031250000465661287,0.23977680504322052,17.869340896606445,18.341365814208984,0.8519999980926514,1.1706746816635132,f,21.0,552.0,0.11699999868869781,-0.009999999776482582
ZTF19abffofk,143,1252,58634.5,60125.5,True,False,20,-0.060499854,0.12930427,0.037580453,0.13146774,59030.377419000026,60125.45665509999,1095.079236099962,330.03607975,1.98180223,0.0001056969028077,6.825554228511161e-05,AGN,stamp_classifier,0.880769,1.2.0,AGN,1.30336422081501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF19abffofk,,2.0,r,20.810192108154297,0.21376892924308777,0.3723750114440918,0.9539369940757751,0.4279170036315918,0.04747171327471733,12.636338233947754,14.288949966430664,0.6949999928474426,1.1652673482894897,f,30.0,292.0,0.9369999766349792,0.04600000008940697
ZTF20abmubov,147,1737,59045.45990739996,61017.111805600114,True,True,64,,,,,59045.45990739996,61017.111805600114,1971.651898200158,354.46572621859,-5.25659782055903,0.0084376162019053,0.0084021305613488,AGN,stamp_classifier,0.88056535,27.5.7a32.dev1,AGN,1.321409830815015e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF20abmubov,,1.0,g,20.491302490234375,0.2093314677476883,0.9991670250892639,0.9941669702529907,-999.0,0.07015012204647064,28.10297203063965,-999.0,0.574999988079071,1.3166717290878296,t,7.0,259.0,0.3050000071525574,0.006000000052154064
ZTF20aborlow,178,1782,58661.47555560013,60939.29737270018,True,False,63,,,,,59028.45435190015,60939.29737270018,1910.8430208000357,343.7272732290556,21.5550815952227,0.0098303403210739,0.0091428533661679,AGN,stamp_classifier,0.8805329,27.5.6,AGN,1.33337229621501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF20aborlow,,2.0,r,20.352140426635742,0.18887703120708466,0.05345829948782921,0.0,0.06329169869422913,0.5240391492843628,14.211784362792969,15.949362754821777,0.9039999842643738,2.259999990463257,f,66.0,482.0,0.6729999780654907,0.04899999871850014
ZTF22abywumv,31,1644,58759.30958329979,60565.338634300046,True,False,5,,,,,60526.47818290023,60565.338634300046,38.86045139981434,22.235342549997156,12.036182299999668,0.0469950740960887,0.045961938945318,AGN,stamp_classifier,0.8805267,24.5.2a6,AGN,2.80047748431501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF22abywumv,,1.0,g,20.740312576293945,0.21632853150367737,0.8182560205459595,0.991208016872406,0.9979169964790344,0.10990814119577408,8.649504661560059,16.19786834716797,0.7570000290870667,1.277722716331482,f,23.0,1621.0,0.44600000977516174,-0.017999999225139618
ZTF18abtkqel,492,1467,58366.350034699775,61031.105127300136,True,False,396,,,,,58368.334363400005,61031.105127300136,2662.770763900131,350.05796900850254,-24.67909806455265,0.003821092049645,0.0034720755598641,AGN,stamp_classifier,0.8804243,27.5.7a32.dev1,AGN,6.1731972291501e+17,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF18abtkqel,,2.0,r,20.278175354003906,0.18977679312229156,0.03691669926047325,0.0008333330042660236,0.0012499999720603228,0.22937819361686707,12.81204891204834,20.406417846679688,0.781000018119812,1.3154720067977905,f,4.0,15.0,0.37400001287460327,0.007000000216066837
ZTF24abksqei,42,1893,59757.43460649997,60905.38043980021,True,False,18,,,,,60576.25831020018,60905.38043980021,329.12212960002944,355.74047740569296,3.5278458386925537,0.0177688073251147,0.0177351353147382,AGN,stamp_classifier,0.8802086,27.5.6,AGN,2.83216474311501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF24abksqei,,1.0,g,21.332902908325195,0.17717130482196808,1.0,0.9991670250892639,-999.0,0.13292895257472992,19.591060638427734,-999.0,0.8799999952316284,1.3521679639816284,f,21.0,1560.0,1.1230000257492065,-0.03500000014901161
ZTF20abnweoo,722,1824,58700.43866899982,61058.1077083,True,False,341,,,,,59052.46032410022,61058.1077083,2005.6473841997797,3.142074097058075,-9.436870324248934,0.0038949635159225,0.0038422523299747,AGN,stamp_classifier,0.88002944,27.5.7a32.dev1,AGN,1.32639704471501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF20abnweoo,,1.0,g,20.270885467529297,0.21125097572803497,0.9791669845581055,0.0,-999.0,0.7098373770713806,20.859905242919922,-999.0,0.45899999141693115,1.1854175329208374,f,7.0,319.0,0.6660000085830688,0.05000000074505806
ZTF20acihxmq,278,1482,58429.21148149995,60865.46406249981,True,False,156,,,,,59116.29394679982,60865.46406249981,1749.1701156999916,354.08229165931914,-0.0147890197070897,0.0055054904459077,0.0055054899207425,AGN,stamp_classifier,0.8798026,27.5.6,AGN,1.43312438591501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF20acihxmq,,1.0,g,20.293020248413086,0.18454675376415253,0.9804880023002625,0.9975000023841858,0.5471789836883545,0.2983725965023041,14.829896926879883,14.927019119262695,0.7360000014305115,2.9000000953674316,f,13.0,379.0,0.25699999928474426,0.01899999938905239
ZTF21acaxxaq,6,344,59436.41923609981,59517.231875000056,True,True,4,-0.00093275757,0.5746323,0.104337506,0.6875894,59444.42262730002,59517.231875000056,72.80924770003185,4.236638800000001,-21.678504850000003,4.7283612383058936e-05,2.0711108130585007e-05,AGN,stamp_classifier,0.8797606,correction_1.0.6,AGN,1.71433495511501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF21acaxxaq,,2.0,r,20.425092697143555,0.21575190126895905,0.9991670250892639,0.31850001215934753,-999.0,0.13104228675365448,14.853325843811035,-999.0,0.8370000123977661,1.2285852432250977,f,3.0,295.0,0.593999981880188,-0.007000000216066837
ZTF20abmsahd,18,345,58996.45114579983,59053.37346060015,True,True,7,0.20900154,0.1907327,0.15118599,0.14036605,59045.35699070012,59053.37346060015,8.016469900030643,326.0898295285715,13.4147404,2.8759039993376886e-05,1.680396778555404e-05,AGN,stamp_classifier,0.87956184,corr_bulk_0.0.1,AGN,1.29937346401501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF20abmsahd,,1.0,g,20.945968627929688,0.20763157308101654,0.5136669874191284,0.13237500190734863,0.23487499356269836,0.09793721139431,6.218730926513672,9.323853492736816,0.7310000061988831,1.9500000476837158,f,18.0,345.0,0.5320000052452087,0.006000000052154064
ZTF20abmkhkx,26,1269,59044.45980319986,60586.28444440011,True,True,17,,,,,59044.45980319986,60586.28444440011,1541.8246412002482,0.6739424999960149,-8.380449699986565,0.0859174081507457,0.0849999959712291,AGN,stamp_classifier,0.8794484,24.5.2a6,AGN,1.32534781331501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF20abmkhkx,,1.0,g,20.13507080078125,0.2006169855594635,0.9947919845581055,0.5,0.002916669938713312,0.5927371382713318,22.632606506347656,25.108604431152344,0.4749999940395355,1.2143665552139282,f,7.0,308.0,1.215000033378601,-0.02800000086426735
ZTF21acmbvuq,64,1149,59524.148912,60961.189976899885,True,False,22,,,,,59524.148912,60961.189976899885,1437.0410648998804,354.3221146787281,-16.381566163397704,0.0162267417874559,0.0155680130893945,AGN,stamp_classifier,0.87929916,27.5.6,AGN,1.77014891431501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF21acmbvuq,,1.0,g,20.459369659423828,0.19151470065116882,0.9832500219345093,1.0,-999.0,0.07474508881568909,26.321578979492188,-999.0,0.8339999914169312,1.142000675201416,f,1.0,458.0,0.4830000102519989,0.026000000536441803
ZTF20abodajz,155,926,58362.38623839989,60507.41863430012,True,False,119,0.138941,0.70128894,0.34964815,0.7464487,59046.43863430014,60507.41863430012,1460.9799999999814,359.83768390006696,-14.9563812000003,0.0672792314258988,0.0649999813804926,AGN,stamp_classifier,0.8790796,24.5.2a6,AGN,1.29941796581501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF20abodajz,,1.0,g,20.519271850585938,0.20729222893714905,0.9984999895095825,0.9972500205039978,-999.0,0.3005276918411255,17.084375381469727,-999.0,0.47099998593330383,1.2814245223999023,f,2.0,251.0,0.7329999804496765,-0.003000000026077032
ZTF22aawnuoe,15,1388,59786.39890050003,60586.27781250002,True,True,3,,,,,59786.39984950004,60586.27781250002,799.8779629999772,3.220295599999896,-9.041352799999718,0.0860693969894332,0.0850000002787145,AGN,stamp_classifier,0.87904483,24.5.2a6,AGN,2.03239984471501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF22aawnuoe,,2.0,r,20.581418991088867,0.21391285955905914,0.9355419874191284,0.5,0.06866669654846191,0.21683861315250397,1.0886591672897339,8.312361717224121,0.7979999780654907,1.1706746816635132,f,2.0,658.0,0.4000000059604645,-0.014000000432133675
ZTF19aboyipa,381,2333,58353.3831944,60586.4031134001,True,False,180,,,,,59024.47690969985,60586.4031134001,1561.9262037002482,356.65363938001457,-6.136979059994943,0.02923643011735,0.0290688804876718,AGN,stamp_classifier,0.8786914,24.5.2a6,AGN,1.36033496571501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF19aboyipa,,1.0,g,20.184019088745117,0.21323855221271515,0.9962499737739563,1.0,-999.0,0.3094528913497925,24.74342918395996,-999.0,0.9739999771118164,1.3899999856948853,f,40.0,299.0,0.23399999737739563,-0.004999999888241291
ZTF20abodbwo,126,1191,58362.417106499895,61031.10559030017,True,False,76,,,,,59050.43923609983,61031.10559030017,1980.666354200337,1.0046619268811552,-17.444297689338605,0.0083064809037543,0.0079244560232192,AGN,stamp_classifier,0.8786608,27.5.7a32.dev1,AGN,1.299417962415015e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF20abodbwo,,1.0,g,20.776155471801758,0.19574306905269623,1.0,0.5,0.18299999833106995,0.14284387230873108,20.746877670288086,23.17098617553711,0.6850000023841858,1.2985599040985107,t,2.0,259.0,0.5,-0.004999999888241291
ZTF19adfmzoe,102,2010,58428.2322338,60967.23320600018,True,False,9,,,,,60585.23056709999,60967.23320600018,382.00263890018687,9.73431848872022,-4.7656510218671055,0.0056699650261734,0.005650363072639,AGN,stamp_classifier,0.8784451,27.5.6,AGN,2.83123056041501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF19adfmzoe,,1.0,g,21.24407958984375,0.19378159940242767,0.9981250166893005,0.004583329893648624,-999.0,0.5775068998336792,19.02879524230957,-999.0,0.8429999947547913,1.3286092281341553,f,62.0,1554.0,0.4020000100135803,0.004000000189989805
ZTF20abowqdu,86,1729,59056.439652800094,61029.12798610004,True,True,26,,,,,59056.439652800094,61029.12798610004,1972.6883332999423,0.8548438353847442,-3.5086174122633254,0.0138018259550831,0.0137759557356463,AGN,stamp_classifier,0.878173,27.5.7a32.dev1,AGN,1.3024396524150152e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF20abowqdu,,1.0,g,20.71226692199707,0.1923605054616928,0.9467920064926147,0.6016960144042969,0.0008333330042660236,0.34986358880996704,18.223451614379883,19.50861358642578,0.6980000138282776,1.2439112663269043,t,1.0,262.0,0.3269999921321869,-0.00800000037997961
ZTF23abfjfzy,27,1318,60123.41574069997,60586.26339119999,True,False,6,,,,,60585.2416087999,60586.26339119999,1.021782400086522,352.9663921999998,0.5494710999998276,0.0650029920611814,0.0649999969278766,AGN,stamp_classifier,0.87815464,24.5.2a6,AGN,2.83124160571501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF23abfjfzy,,1.0,g,21.07183074951172,0.17466092109680176,0.9956250190734863,0.5,0.024083299562335014,0.41764122247695923,4.771997928619385,5.457161903381348,0.9890000224113464,1.2912440299987793,f,22.0,1303.0,0.4659999907016754,-0.004000000189989805
ZTF23abctkwa,24,1007,59785.44098380022,60586.2378934999,True,False,1,,,,,60586.2378934999,60586.2378934999,0.0,358.6482176,-10.2537025,0.086379550397396,0.0850000008940696,AGN,stamp_classifier,0.87811226,24.5.2a6,AGN,2.832237892115015e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF23abctkwa,,2.0,r,21.28769302368164,0.2105739861726761,0.9958329796791077,0.0,0.002083329949527979,0.2469494491815567,8.5243558883667,21.898405075073242,0.9620000123977661,1.2143665552139282,t,24.0,1007.0,0.7940000295639038,-0.020999999716877937
ZTF19abooutp,152,780,58694.5,59793.5,True,False,93,0.329369,0.146353,-0.02466025,0.12987302,58694.39886569977,59793.444340299815,1099.0454746000469,358.7950458344086,-3.062775218279569,4.570239622390704e-05,4.811886538253677e-05,AGN,stamp_classifier,0.878046,dev,AGN,9.4942049291501e+17,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF19abooutp,,2.0,r,20.337486267089844,0.21682359278202057,0.9810420274734497,0.9983329772949219,0.18150000274181366,0.07612399756908417,20.716609954833984,25.498825073242188,0.9419999718666077,1.1011766195297241,f,4.0,98.0,0.3149999976158142,0.019999999552965164
ZTF21abxcqpi,144,1217,59048.460254599806,60905.3818518999,True,False,57,,,,,59430.39613430016,60905.3818518999,1474.9857175997458,6.580683023012254,-14.769775983732606,0.0092107083290724,0.0089063678719868,AGN,stamp_classifier,0.8779452,27.5.6,AGN,1.70539582631501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF21abxcqpi,,2.0,r,20.649263381958008,0.20421026647090912,0.9904170036315918,0.045375000685453415,0.5,0.2718358039855957,26.45797348022461,29.395950317382812,0.5139999985694885,1.3509997129440308,f,11.0,492.0,0.40400001406669617,0.0020000000949949026
ZTF21acnmiaf,1,320,59526.20979169989,59526.20979169989,True,True,1,,,,,59526.20979169989,59526.20979169989,0.0,359.7552344,-21.2162053,,,AGN,stamp_classifier,0.8777898,correction_1.0.6,AGN,1.77220979571501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF21acnmiaf,,1.0,g,20.68546485900879,0.2067306637763977,0.9956870079040527,0.09804169833660126,0.0005000000237487257,0.6480929255485535,16.50033187866211,26.340295791625977,0.7580000162124634,1.178739070892334,f,1.0,320.0,0.44999998807907104,-0.003000000026077032
ZTF23abcteql,42,1140,59047.45912039978,60586.37754630018,True,False,9,,,,,60585.23940970004,60586.37754630018,1.1381366001442077,358.2780708000555,-11.285285849999504,0.0612891033601726,0.0601040762715961,AGN,stamp_classifier,0.87773746,24.5.2a6,AGN,2.831239402215015e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF23abcteql,,1.0,g,20.977834701538086,0.17705555260181427,0.9875419735908508,0.0,0.0,0.35441139340400696,14.282583236694336,24.715675354003906,0.972000002861023,1.2912440299987793,t,34.0,1121.0,0.42100000381469727,0.01600000075995922
ZTF19abxbcny,37,1443,58259.5,60169.25,True,False,3,0.097669,1.2198921,3.4592662,1.2885381,59016.36114579998,60169.33886570018,1152.9777199001985,303.1997351333333,1.6335716,4.237857164078882e-05,0.0001308685982197,AGN,stamp_classifier,0.8773752,1.2.0,AGN,1.26236114071501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF19abxbcny,,1.0,g,16.132078170776367,0.09072721004486084,1.0,0.5,0.5,0.3471643924713135,5.794604301452637,7.131597995758057,1.0,2.4800000190734863,f,6.0,414.0,0.6100000143051147,-0.035999998450279236
ZTF20aboleid,13,569,58789.2060647998,59434.42063659988,True,True,5,0.08619943,0.13469388,0.04018477,0.122418016,59045.36123839999,59434.42063659988,389.05939819989726,355.72379542,-6.07107724,6.550616000355529e-05,9.0952723983383e-05,AGN,stamp_classifier,0.87708277,correction_1.0.6,AGN,1.300457830715015e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF20aboleid,,1.0,g,20.832616806030273,0.21357165277004242,0.9937499761581421,0.5,0.5,0.3312091827392578,14.106169700622559,21.924327850341797,0.5180000066757202,2.0899999141693115,t,4.0,259.0,0.5960000157356262,0.007000000216066837
ZTF24abkkqsq,43,1506,60152.4509838,60919.31567130005,True,False,17,,,,,60585.2416087999,60919.31567130005,334.074062500149,353.0775768085219,-0.9785361970346304,0.0163786009750589,0.0163762115219939,AGN,stamp_classifier,0.87702775,27.5.6,AGN,2.83124160411501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF24abkkqsq,,1.0,g,21.193283081054688,0.18629664182662964,0.9834169745445251,0.005416669882833958,0.5,0.10063307732343674,16.294071197509766,21.14557647705078,0.9580000042915344,1.2912440299987793,f,12.0,1133.0,0.5839999914169312,-0.02199999988079071
ZTF19abkhndm,33,896,58694.45924769994,60969.31471059984,True,False,21,,,,,58694.45924769994,60969.31471059984,2274.855462899897,5.788201785777345,-21.10904882774027,0.0155142827816513,0.0144732223986124,AGN,stamp_classifier,0.87701166,27.5.7a32.dev1,AGN,9.4743923601501e+17,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF19abkhndm,,1.0,g,19.84054183959961,0.21211570501327515,0.6697800159454346,0.01741670072078705,0.0,0.059543054550886154,11.924086570739746,13.98164176940918,0.8339999914169312,2.190000057220459,f,3.0,61.0,0.6650000214576721,0.0020000000949949026
ZTF19abiyerk,396,1464,58677.44387729978,60667.11133099999,True,False,220,,,,,58691.38961810013,60667.11133099999,1975.72171289986,352.86064746269534,6.18025641823589,0.0044064881939325,0.0043808781095378,AGN,stamp_classifier,0.87690586,26.0.1,AGN,1.010402013615015e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF19abiyerk,,2.0,r,20.409652709960938,0.21114686131477356,0.9941669702529907,0.9975000023841858,0.002916669938713312,0.24081732332706451,6.601304054260254,9.292940139770508,0.8759999871253967,1.1516380310058594,t,59.0,314.0,0.5249999761581421,-0.03400000184774399
ZTF20abmcwwz,58,652,59046.5,60148.5,True,False,39,-0.1843,0.133829,-0.01734498,0.21888126,59046.43863430014,60148.438182900194,1101.9995486000553,2.274401041025641,-14.837102023076923,6.68931265367989e-05,6.249626709509697e-05,AGN,stamp_classifier,0.87657,1.2.0,AGN,1.30243870541501e+18,F:\ZTF_Adjusted_Dataset\stamps\AGN\ZTF20abmcwwz,,1.0,g,20.108144760131836,0.15911342203617096,0.9874169826507568,0.5,-999.0,0.1979859620332718,13.278481483459473,-999.0,0.9350000023841858,2.2699999809265137,f,4.0,258.0,0.46700000762939453,0.004000000189989805
