oid,ndethist,ncovhist,mjdstarthist,mjdendhist,corrected,stellar,ndet,g_r_max,g_r_max_corr,g_r_mean,g_r_mean_corr,firstmjd,lastmjd,deltajd,meanra,meandec,sigmara,sigmadec,class,classifier,probability,step_id_corr,target_class,candid_used,stamp_dir,stamp_error,fid,fid_band,magpsf,sigmapsf,sgscore1,sgscore2,sgscore3,distpsnr1,distpsnr2,distpsnr3,classtar,fwhm,isdiffpos,alert_ndethist,alert_ncovhist,chinr,sharpnr,objectidps1,sgmag1,srmag1,simag1,szmag1,nmtchps
ZTF20abodaqn,21,1202,58674.44512729999,60920.33829860017,True,True,2,,,,,59053.417963000014,60920.33829860017,1866.9203356001528,359.8368409499959,-16.2196405,0.0478671478655159,0.0459619390912516,AGN,stamp_classifier,0.88330317,27.5.6,AGN,1.29941796421501e+18,F:\ZTF_Adjusted_Dataset\stamps_original\AGN\ZTF20abodaqn,,1.0,g,20.53716468811035,0.207672968506813,0.9697499871253968,0.0916249975562095,0.00604167021811,0.1657392382621765,12.97142219543457,26.155736923217773,0.7089999914169312,2.3399999141693115,f,2.0,255.0,0.3630000054836273,0.0020000000949949,8.853359836802688e+16,19.245899200439453,19.35029983520508,19.23909950256348,19.46299934387207,4.0
ZTF19abwqchx,20,143,58641.44350690022,58730.38253469998,True,True,5,0.10224724,0.4743866,0.10287285,0.53565395,58706.39709489979,58730.38253469998,23.98543980019167,347.91883283999994,10.15753654,4.546051033187396e-05,4.15339981217802e-05,AGN,stamp_classifier,0.86421734,corr_bulk_0.0.1,AGN,9.7638253221501e+17,F:\ZTF_Adjusted_Dataset\stamps_original\AGN\ZTF19abwqchx,,2.0,r,20.788951873779297,0.1947972774505615,0.9896669983863832,0.5,0.0,0.1183844655752182,7.057687759399414,7.143130779266357,0.9330000281333924,1.0452722311019895,f,20.0,143.0,0.5270000100135803,0.0189999993890523,1.201834791883094e+17,21.091100692749023,20.282100677490234,20.701000213623047,20.398799896240234,12.0
ZTF19abuyakw,7,140,58676.46306709992,58726.40449069999,True,True,4,-0.21894836,0.1741417,-0.1325512,0.22822092,58696.47892360017,58726.40449069999,29.925567099824548,13.4032977,8.67652515,3.1246546476137574e-05,9.15207262500725e-05,AGN,stamp_classifier,0.8578809,corr_bulk_0.0.1,AGN,9.7240449151501e+17,F:\ZTF_Adjusted_Dataset\stamps_original\AGN\ZTF19abuyakw,,1.0,g,20.884052276611328,0.2152572274208068,0.5835649967193604,0.9942499995231628,0.5,0.3156276643276214,4.523695945739746,4.529677867889404,0.6100000143051147,1.1880784034729004,f,7.0,140.0,0.6809999942779541,0.0630000010132789,1.1841013403282224e+17,19.92770004272461,19.670499801635746,19.62030029296875,19.520999908447266,5.0
ZTF24ablaork,45,1385,58697.43759260001,60586.37533560023,True,False,4,,,,,60586.28223379981,60586.37533560023,0.0931018004193902,1.17180121452119,-3.349080731552233,0.0365726884554325,0.0365102269718167,AGN,stamp_classifier,0.87256867,24.5.2a6,AGN,2.83237533241501e+18,F:\ZTF_Adjusted_Dataset\stamps_original\AGN\ZTF24ablaork,,2.0,r,21.356199264526367,0.1887475997209549,0.5,0.6432920098304749,0.0062500000931322,0.0903478935360908,0.275927722454071,9.355535507202148,0.9610000252723694,1.2247238159179688,f,45.0,1385.0,0.7799999713897705,0.0799999982118606,1.0398001171726158e+17,19.70219993591309,19.613000869750977,19.714000701904297,19.259700775146484,11.0
ZTF19ablorxr,122,1253,58694.43982640002,61059.12701389985,True,False,60,,,,,59114.33776619984,61059.12701389985,1944.7892477000128,19.89663590825473,-17.194896159580857,0.0092788650161332,0.008864143092757,AGN,stamp_classifier,0.8584894,27.5.7a32.dev1,AGN,1.38838192291501e+18,F:\ZTF_Adjusted_Dataset\stamps_original\AGN\ZTF19ablorxr,,1.0,g,20.388891220092773,0.1824481338262558,0.9975000023841858,0.0218749996274709,0.0006249999860301,0.3971911072731018,19.299177169799805,22.742048263549805,0.7559999823570251,1.3969651460647583,f,17.0,309.0,0.414000004529953,0.0280000008642673,8.736019896586648e+16,19.333799362182617,19.27519989013672,18.97360038757324,18.967199325561523,3.0
ZTF20abueimb,45,781,59046.44284720021,59524.24626159994,True,True,24,0.0113,0.0917,-0.024973765,0.068672016,59054.47869209992,59524.24626159994,469.7675695000216,16.2319275875,12.638653254166668,4.590218629324921e-05,6.152476333657296e-05,AGN,stamp_classifier,0.858296,correction_1.0.6,AGN,1.32542341381501e+18,F:\ZTF_Adjusted_Dataset\stamps_original\AGN\ZTF20abueimb,,2.0,r,20.676342010498047,0.2134497612714767,0.5243539810180664,0.5,0.0049999998882412,0.295082688331604,12.592533111572266,12.883726119995115,0.878000020980835,1.0735883712768557,f,18.0,407.0,0.5569999814033508,0.0149999996647238,1.2316016231971683e+17,19.735700607299805,20.03380012512207,19.84670066833496,19.48310089111328,7.0
ZTF24ablakta,20,1583,58691.457615700085,60586.373136600014,True,False,3,,,,,60585.304791700095,60586.373136600014,1.068344899918884,359.51237354083014,3.70923233668342,0.0442220854300956,0.0441294487808,AGN,stamp_classifier,0.85619795,24.5.2a6,AGN,2.83237313201501e+18,F:\ZTF_Adjusted_Dataset\stamps_original\AGN\ZTF24ablakta,,2.0,r,21.37057876586914,0.2081689685583114,0.9930830001831056,0.0,0.0029166699387133,0.5576165318489075,7.778191089630127,14.968164443969728,0.9729999899864196,1.1973448991775513,f,20.0,1583.0,0.6520000100135803,0.0469999983906745,1.124535951246517e+17,20.754499435424805,20.7898006439209,20.60460090637207,20.366100311279297,4.0
ZTF20abodbwo,126,1191,58362.417106499895,61031.10559030017,True,False,76,,,,,59050.43923609983,61031.10559030017,1980.666354200337,1.0046619268811552,-17.444297689338605,0.0083064809037543,0.0079244560232192,AGN,stamp_classifier,0.8786608,27.5.7a32.dev1,AGN,1.299417962415015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\AGN\ZTF20abodbwo,,1.0,g,20.77615547180176,0.1957430690526962,1.0,0.5,0.1829999983310699,0.142843872308731,20.74687767028809,23.17098617553711,0.6850000023841858,1.2985599040985107,t,2.0,259.0,0.5,-0.0049999998882412,8.706001004738722e+16,18.635099411010746,18.43219947814941,18.74530029296875,18.577299118041992,6.0
ZTF23aasribf,36,1353,58691.48040510016,60586.38763889996,True,False,2,,,,,60586.20135420002,60586.38763889996,0.1862846999429166,9.373073100005197,-12.28690685,0.0470394153708983,0.0459619390912516,AGN,stamp_classifier,0.85955596,24.5.2a6,AGN,2.83238763131501e+18,F:\ZTF_Adjusted_Dataset\stamps_original\AGN\ZTF23aasribf,,1.0,g,21.200353622436523,0.1871781349182129,0.9840829968452454,0.5,0.0248332992196083,0.4375862181186676,12.373273849487305,12.53989028930664,0.8629999756813049,1.2426413297653198,f,36.0,1353.0,0.5249999761581421,0.0260000005364418,9.325009373073603e+16,19.648700714111328,19.73600006103516,19.392900466918945,19.3518009185791,3.0
ZTF20abwhdzj,17,1341,59062.4860417,60292.15166669991,True,True,3,,,,,59062.4860417,60292.15166669991,1229.6656249999069,38.21975520000175,22.75051949999921,0.0704838182993828,0.0649999973406391,AGN,stamp_classifier,0.85783535,corr_bulk_0.0.1,AGN,1.33147774111501e+18,F:\ZTF_Adjusted_Dataset\stamps_original\AGN\ZTF20abwhdzj,,2.0,r,20.60904693603516,0.2048298269510269,0.9721670150756836,0.7986729741096497,-999.0,0.2039819061756134,23.56368827819824,-999.0,0.8899999856948853,2.5199999809265137,f,2.0,695.0,1.0989999771118164,0.003000000026077,1.3530038219836115e+17,20.052499771118164,19.47960090637207,18.9783992767334,18.83810043334961,2.0
ZTF25abimmlv,18,2042,60901.21668979991,60943.19715279993,True,False,19,,,,,60901.21668979991,60943.19715279993,41.98046300001442,260.25080002129164,20.716900059730616,0.0188426236678559,0.0176242543415297,SN,stamp_classifier,0.90085495,27.5.6,SN,3.147216683715015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF25abimmlv,,1.0,g,19.887733459472656,0.1610706597566604,0.0005000000237487,0.0991666987538337,0.9745830297470092,0.2949104607105255,13.638446807861328,16.52828598022461,0.959999978542328,2.289999961853028,t,1.0,2014.0,2.3499999046325684,0.1720000058412552,1.3286260250749091e+17,20.26849937438965,19.85110092163086,19.34980010986328,19.318300247192383,8.0
ZTF24abkqqxq,6,1870,59850.390173600055,60585.4671180998,True,False,3,,,,,60585.27048610011,60585.4671180998,0.1966319996863603,12.440779080319691,0.8196786267733543,0.0404339724732713,0.0404298347116235,SN,stamp_classifier,0.9225369,24.5.2a6,SN,2.831467116115015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abkqqxq,,2.0,r,20.66960334777832,0.1369330585002899,0.0039583300240337,0.7157769799232483,0.1034580022096633,1.1505777835845947,10.182539939880373,17.67823600769043,0.875,1.4931164979934692,t,6.0,1870.0,2.446000099182129,0.1480000019073486,1.08980124409224e+17,20.221599578857425,19.50349998474121,19.2716007232666,18.7052001953125,3.0
ZTF24aahaobp,22,2806,60379.3614236,60411.33239579992,True,False,9,,,,,60388.403553199954,60411.33239579992,22.92884259996936,181.6881505406136,29.46999312874804,0.0342407702805007,0.0298104754515667,SN,stamp_classifier,0.90054846,24.4.1,SN,2.634403555315015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24aahaobp,,1.0,g,18.6570053100586,0.0850382819771766,0.0480000004172325,0.0423749983310699,0.985207974910736,0.9007991552352904,6.021950721740723,17.33622169494629,0.99099999666214,2.6700000762939453,t,5.0,2754.0,5.323999881744385,0.3740000128746032,1.4336181687900474e+17,19.7544002532959,19.27669906616211,18.65880012512207,18.65290069580078,6.0
ZTF20aaxkacr,250,3603,58967.42451390019,59001.262604199816,False,False,73,0.78229904,0.6961894,0.5110626,0.7285624,58967.42451390019,59001.262604199816,33.838090299628675,239.704410230137,32.54737994657534,0.0001003048017103,4.071514556497778e-05,SN,stamp_classifier,0.9133307,corr_bulk_0.0.1,SN,1.247262602915015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF20aaxkacr,,2.0,r,19.91562271118164,0.1761159300804138,0.0024999999441206,0.0043750000186264,0.5,1.4230678081512451,15.701386451721191,19.1328182220459,0.9190000295639038,2.9100000858306885,t,250.0,3603.0,5.461999893188477,0.656000018119812,1.4705239704021776e+17,20.23360061645508,19.61230087280273,19.107999801635746,18.79360008239746,5.0
ZTF24abkktau,8,1264,59048.42212959984,60586.40660879994,True,False,6,,,,,60585.24498840002,60586.40660879994,1.161620399914682,12.87176321259873,6.2756565374785085,0.0443954912395601,0.0441294486516347,SN,stamp_classifier,0.9189957,24.5.2a6,SN,2.831244983715015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abkktau,,2.0,r,21.05099105834961,0.1324708610773086,0.0270833000540733,0.0045833298936486,0.6742920279502869,0.4338705539703369,4.396259784698486,10.714622497558594,0.9200000166893004,1.1973448991775513,t,3.0,1240.0,2.809999942779541,0.2440000027418136,1.1553012871833128e+17,20.561899185180664,19.667499542236328,18.959199905395508,18.59480094909668,6.0
ZTF24aamapek,4,1543,60430.39616899984,60440.416759300046,True,False,4,,,,,60430.39616899984,60440.416759300046,10.020590300206097,294.4154303207289,-0.9271435105520128,0.0391708161194184,0.0391656863175284,SN,stamp_classifier,0.8996149,24.4.1,SN,2.679440523215015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24aamapek,,2.0,r,19.759933471679688,0.1064876616001129,0.000833333004266,0.6274719834327698,0.5686370134353638,0.0493850260972976,5.569247722625732,6.525160789489746,0.9570000171661376,1.7200000286102295,t,2.0,1541.0,2.700999975204468,0.2080000042915344,1.0688294415461789e+17,20.02359962463379,18.96249961853028,18.64389991760254,18.1968994140625,40.0
ZTF24abkjvcw,9,1121,60585.20949070016,60586.45583330002,True,False,9,,,,,60585.20949070016,60586.45583330002,1.2463425998575983,17.050714943484383,-0.8916946175132113,0.0318362088729809,0.0318323530950256,SN,stamp_classifier,0.9003427,24.5.2a6,SN,2.831209493615015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abkjvcw,,2.0,r,21.091609954833984,0.1677248179912567,0.1116070002317428,0.0248095002025365,0.5,0.5916687846183777,1.362942099571228,5.935812950134277,0.9929999709129332,1.2826560735702517,t,1.0,1093.0,3.150000095367432,0.3630000054836273,1.0693017050678029e+17,21.70199966430664,21.218299865722656,21.081100463867188,21.390300750732425,6.0
ZTF24abvifxm,3,1535,60644.28458329989,60647.16876159981,False,False,1,,,,,60647.16876159981,60647.16876159981,0.0,14.7899239,-1.8859001,,,SN,stamp_classifier,0.91709757,25.0.0,SN,2.893168764215015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abvifxm,,2.0,r,20.306432723999023,0.1779771298170089,0.0376667007803916,0.0024999999441206,0.5,0.9411041736602784,17.116785049438477,17.124649047851562,0.9850000143051147,1.5099999904632568,t,3.0,1535.0,2.621000051498413,0.3420000076293945,1.0573014789575725e+17,22.09630012512207,21.53400039672852,21.609100341796875,21.571399688720703,6.0
ZTF23abryqtu,2,1513,60284.14149310021,60288.15953700012,False,False,3,,,,,60284.14149310021,60290.18400460016,6.042511499952525,303.6592617333208,53.14427553333333,0.0818182728991247,0.0490747733973095,SN,stamp_classifier,0.9229147,0.0.0,SN,2.530141492215015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF23abryqtu,,2.0,r,19.149635314941406,0.1082655861973762,0.0273333005607128,0.8211249709129333,0.7441999912261963,1.9564751386642456,10.633719444274902,11.382500648498535,0.9850000143051147,2.5199999809265137,t,2.0,1511.0,5.498000144958496,0.6579999923706055,1.717730366016135e+17,18.905500411987305,18.28179931640625,17.4552001953125,17.43549919128418,28.0
ZTF25aalvnyi,13,1701,60772.45016200002,60802.47236109991,True,False,13,,,,,60772.45016200002,60802.47236109991,30.02219909988344,289.5972468799757,40.1721525232036,0.027343894180165,0.0208937329151724,SN,stamp_classifier,0.89795697,27.5.6,SN,3.018450161715015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF25aalvnyi,,1.0,g,18.82916641235352,0.101290762424469,0.0203750003129243,0.5,0.987500011920929,0.6185950636863708,2.8991947174072266,10.281414031982422,0.9869999885559082,2.359999895095825,t,1.0,1681.0,3.500999927520752,0.3160000145435333,1.5620289597241712e+17,18.491899490356445,17.679800033569336,17.013700485229492,16.897300720214844,18.0
ZTF18abjjgwy,15,3606,58323.25,59971.5,True,False,12,-0.094931,0.168931,-0.41194078,0.12840489,59930.496956000105,59971.46400459996,40.96704859985039,240.3128661083334,74.70515618333332,0.0002889503369051,9.99885432819368e-05,SN,stamp_classifier,0.9411939,1.1.6,SN,2.176496951915015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF18abjjgwy,,1.0,g,18.681455612182617,0.1048038676381111,0.0,0.5,0.0822023972868919,0.5793218016624451,2.643908739089966,22.080320358276367,0.968999981880188,4.300000190734863,t,3.0,3580.0,5.0329999923706055,0.515999972820282,1.9764240312320688e+17,19.203500747680664,18.77519989013672,18.67099952697754,18.615699768066406,4.0
ZTF20abpnuzu,18,1571,59060.422569400165,60586.373136600014,True,False,17,,,,,59060.422569400165,60586.373136600014,1525.9505671998486,0.2858069140300351,6.126308017849464,0.0215887098372817,0.0214654168652845,SN,stamp_classifier,0.9106083,24.5.2a6,SN,1.306422563315015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF20abpnuzu,,2.0,r,18.4087028503418,0.1510031521320343,0.1276669949293136,0.0441666990518569,1.0,1.009830355644226,6.072890281677246,18.35447883605957,1.0,1.409999966621399,t,1.0,502.0,1.093999981880188,0.0689999982714653,1.1535000285695208e+17,21.40900039672852,21.27199935913086,20.82270050048828,20.50790023803711,5.0
ZTF22aaxmoho,41,7097,59789.25,59825.25,True,False,14,0.080331,0.111337,0.03750356,0.09590747,59789.19861110021,59825.1635532002,35.964942099992186,256.5383249142857,40.73212494285713,8.912446661642408e-05,5.80643504321894e-05,SN,stamp_classifier,0.8990307,dev,SN,2.037205043515015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF22aaxmoho,,2.0,r,20.04233169555664,0.1761512905359268,0.012249999679625,0.5,0.922457993030548,0.565599262714386,0.762310802936554,11.790570259094238,0.9760000109672546,2.220000028610229,t,10.0,6918.0,2.9820001125335693,0.3100000023841858,1.5687256538371907e+17,20.548200607299805,20.7455997467041,20.46500015258789,20.701000213623047,12.0
ZTF23aaxameu,6,1609,60168.5,60182.5,True,False,4,,,,,60168.4033102002,60182.39996530023,13.996655100025237,7.278204925000001,17.750127874999997,2.833329901953425e-05,3.878765912060366e-05,SN,stamp_classifier,0.92089516,1.2.0,SN,2.414403312615015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF23aaxameu,,1.0,g,19.769933700561523,0.1036387160420417,0.0,0.5,0.5,0.2464943975210189,2.431691169738769,9.98935604095459,0.9789999723434448,2.0199999809265137,t,1.0,1599.0,2.338000059127808,0.1289999932050705,1.2930007278214082e+17,19.580400466918945,18.754499435424805,18.38120079040528,18.124399185180664,10.0
ZTF22aaedozo,1,1641,59673.366504599806,59673.366504599806,False,False,1,,,,,59673.366504599806,59673.366504599806,0.0,272.699488,78.2285054,,,SN,stamp_classifier,0.9006117,correction_1.0.6,SN,1.919366504015015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF22aaedozo,,2.0,r,20.00974464416504,0.1576145142316818,0.0270416997373104,0.873445987701416,0.5918629765510559,0.6118093729019165,1.9648997783660889,6.065429210662842,0.9589999914169312,2.3399999141693115,t,1.0,1641.0,2.617000102996826,0.1289999932050705,2.0187272698958512e+17,17.645000457763672,19.23270034790039,18.697900772094727,18.50849914550781,5.0
ZTF21aaoghxo,5,1918,59276.4674999998,59282.51252309978,True,True,2,,,,,59278.46875,59282.51252309978,4.043773099780083,232.79192895,47.0531061,6.717514404312108e-06,9.758073583873646e-06,SN,stamp_classifier,0.90001345,correction_0.0.1,SN,1.524468752415015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF21aaoghxo,,2.0,r,18.5532455444336,0.0669250264763832,0.5,0.1904640048742294,0.1388809978961944,1.1292957067489624,5.596132755279541,7.718215465545654,0.9850000143051147,2.569999933242798,t,2.0,1915.0,6.302000045776367,0.6110000014305115,1.6446232792470432e+17,-999.0,19.7859001159668,20.127700805664062,-999.0,8.0
ZTF19abzmpvb,11,1289,58745.13649309985,58782.11083329981,True,False,11,-0.080114365,0.3791537,0.41918755,0.64822173,58745.13649309985,58782.11083329981,36.97434019995853,235.3661332454545,46.48514327272727,9.182535993434638e-05,3.112529810063685e-05,SN,stamp_classifier,0.8962407,corr_bulk_0.0.1,SN,1.028110832215015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF19abzmpvb,,2.0,r,19.09050750732422,0.1631702780723571,0.0189583003520965,0.9908329844474792,0.8292440176010132,0.279083639383316,14.181657791137695,19.237201690673828,0.9950000047683716,2.299999952316284,t,11.0,1289.0,3.01200008392334,0.270000010728836,1.6378235366113286e+17,18.71080017089844,18.04400062561035,17.756900787353516,17.556400299072266,7.0
ZTF18abxiess,12,20,58376.45887729991,58383.43892360013,True,False,4,-0.6060715,-0.13010177,-0.5295067,-0.035282742,58377.43982640002,58383.43892360013,5.999097200110555,60.8519575,-14.606171275,4.663382177565735e-05,7.280436685632507e-05,SN,stamp_classifier,0.93034,corr_bulk_0.0.1,SN,6.29438925015015e+17,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF18abxiess,,1.0,g,19.897829055786133,0.2080624252557754,0.0018749999580904,0.1270419955253601,1.0,0.4191404283046722,18.634822845458984,26.470258712768555,0.9449999928474426,2.3499999046325684,t,12.0,20.0,0.8240000009536743,0.1589999943971634,9.047060851953288e+16,21.846900939941406,21.038299560546875,20.78700065612793,20.56399917602539,3.0
