oid,ndethist,ncovhist,mjdstarthist,mjdendhist,corrected,stellar,ndet,g_r_max,g_r_max_corr,g_r_mean,g_r_mean_corr,firstmjd,lastmjd,deltajd,meanra,meandec,sigmara,sigmadec,class,classifier,probability,step_id_corr,target_class,candid_used,stamp_dir,stamp_error
ZTF23abbaqzy,39,1758,60193.25,60239.0,True,False,36,0.006974,0.459715,0.033422966,0.5405605,60193.24422449991,60239.116516199894,45.87229169998318,286.7280592305556,37.47504224444444,3.394758834113289e-05,2.6354250884077472e-05,SN,stamp_classifier,0.9410556,1.2.1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF23abbaqzy,
ZTF24aasgohq,12,3033,58442.51069439994,60486.239710600115,False,False,4,,,,,60477.27008099994,60486.239710600115,8.96962960017845,208.4625794500031,38.141184975,0.04132277145981688,0.032499998807907104,SN,stamp_classifier,0.9405268,24.5.1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24aasgohq,
ZTF22abggipw,6,2629,59840.3911342998,60586.340983800124,True,False,4,,,,,60586.20135420002,60586.340983800124,0.13962960010394454,8.692084965259044,-11.292212729825293,0.035008395938844784,0.03433067857664763,SN,stamp_classifier,0.93992543,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF22abggipw,
ZTF24abkvbkv,1,1374,60586.22685190011,60586.22685190011,True,False,1,,,,,60586.22685190011,60586.22685190011,0.0,3.2292229999999997,1.1516244,0.08501717448234558,0.08500000089406967,SN,stamp_classifier,0.93832356,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abkvbkv,
ZTF23aamanim,68,3172,58307.219224500004,60311.57763889991,True,False,42,0.22533268,0.3403948,0.15521328,0.3616021,60109.28673609998,60311.57763889991,202.2909027999267,227.29001088706318,52.53332702864731,0.04699690279736557,0.028588209865432625,SN,stamp_classifier,0.9370521,1.2.0,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF23aamanim,
ZTF24abknwxb,2,1381,60585.228356500156,60585.3447106001,False,False,2,,,,,60585.228356500156,60585.3447106001,0.1163540999405086,4.696818424478281,5.752671687115981,0.05189460726244184,0.05163325814886317,SN,stamp_classifier,0.9365384,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abknwxb,
ZTF25abjalph,28,2814,60889.38894680003,60919.33952549985,True,False,12,,,,,60901.36737270001,60919.33952549985,17.972152799833566,356.39503428401827,19.196760390715657,0.022824219379998584,0.02155507760928619,SN,stamp_classifier,0.93646383,27.5.6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF25abjalph,
ZTF24abkudwj,1,1321,60586.175763899926,60586.175763899926,True,False,1,,,,,60586.175763899926,60586.175763899926,0.0,16.0132889,-5.8805997,0.08544967323541641,0.08500000089406967,SN,stamp_classifier,0.93515104,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abkudwj,
ZTF22abjmnne,1,1020,59852.25,59852.25,True,False,1,,,,,59852.318101900164,59852.318101900164,0.0,16.8689638,5.2747766,,,SN,stamp_classifier,0.934424,dev,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF22abjmnne,
ZTF24abkkipm,91,1803,60509.442268500105,60961.252719900105,True,False,43,,,,,60585.23056709999,60961.25178240007,376.0212153000757,6.64895780926997,-0.8641913004911824,0.004548497316825158,0.004547979716353138,SN,stamp_classifier,0.9339971,27.5.6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abkkipm,
ZTF24ablbxns,5,1520,60585.27711809985,60586.41546300007,True,False,5,,,,,60585.27711809985,60586.41546300007,1.1383449002169073,9.239105712449716,-5.083661335246092,0.030476567296963183,0.030356683701931036,SN,stamp_classifier,0.93366545,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24ablbxns,
ZTF24aaiwbnf,3,4045,59972.51390049979,60411.469444400165,True,False,3,,,,,60409.391979199834,60411.469444400165,2.077465200331062,255.54862820437717,40.9430922744109,0.013059190022550175,0.009864400292403545,SN,stamp_classifier,0.9336214,24.4.1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24aaiwbnf,
ZTF24abkwtez,1,1376,60586.27340279985,60586.27340279985,True,False,1,,,,,60586.27340279985,60586.27340279985,0.0,6.2645798,5.3108085,0.08536645770072937,0.08500000089406967,SN,stamp_classifier,0.9334897,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abkwtez,
ZTF18aajdpdf,8,4116,60404.40306709986,60412.493553199805,True,False,6,,,,,60404.40306709986,60412.493553199805,8.090486099943519,252.41987531369642,43.69461103562584,0.03804108720518726,0.02750492715232762,SN,stamp_classifier,0.9333754,24.4.1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF18aajdpdf,
ZTF24abinmuf,15,2050,60576.14425930008,60608.15453700023,True,False,8,,,,,60576.14425930008,60608.15453700023,32.0102777001448,279.66422750000044,28.9196050000001,0.097109657294627,0.08499999874032685,SN,stamp_classifier,0.93319196,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abinmuf,
ZTF24abktlpe,1,1238,60586.17797450023,60586.17797450023,True,False,1,,,,,60586.17797450023,60586.17797450023,0.0,15.225684000000001,-8.2493102,0.08588868379592896,0.08500000089406967,SN,stamp_classifier,0.9331225,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abktlpe,
ZTF24aaivxia,21,4021,59487.203807900194,60429.37199069979,True,False,17,,,,,60404.40306709986,60429.37199069979,24.968923599924892,249.5020032460372,39.746318247126126,0.008601602382502795,0.006613624948527068,SN,stamp_classifier,0.9322063,24.4.1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24aaivxia,
ZTF24aajdkwy,6,6857,58898.54916669987,60411.428993099835,True,False,1,,,,,60411.428993099835,60411.428993099835,0.0,240.04000599999998,40.913748,0.013232828117907046,0.009999999776482582,SN,stamp_classifier,0.931459,24.4.1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24aajdkwy,
ZTF25absblxf,22,3356,58903.53723380016,60960.12160879979,True,False,8,,,,,60948.14143519988,60960.12160879979,11.980173599906266,237.4215463775087,53.26192683165977,0.041812545339798925,0.02501049923346906,SN,stamp_classifier,0.93094784,27.5.6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF25absblxf,
ZTF23abnllac,17,3294,60244.25,60263.25,True,False,13,-0.011208,0.36535,-0.09391616,0.3475621,60245.178321800195,60263.13252309989,17.95420129969716,296.0627917461539,55.91715553846155,4.126399995482006e-05,3.45450560492929e-05,SN,stamp_classifier,0.93093926,1.2.1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF23abnllac,
ZTF18abxiess,12,20,58376.45887729991,58383.43892360013,True,False,4,-0.6060715,-0.13010177,-0.5295067,-0.035282742,58377.43982640002,58383.43892360013,5.999097200110555,60.8519575,-14.606171275000001,4.663382177565735e-05,7.280436685632507e-05,SN,stamp_classifier,0.93034,corr_bulk_0.0.1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF18abxiess,
ZTF23aaqqbhw,60,2707,59441.25,60152.5,True,False,15,0.14672,0.786698,0.10458117,0.8039994,60133.401203699876,60152.45478009991,19.053576400037855,338.9628537733333,16.7748279,3.599393731027099e-05,2.245633858976854e-05,SN,stamp_classifier,0.93019724,1.2.0,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF23aaqqbhw,
ZTF24abkoall,1,1419,60585.349131899886,60585.349131899886,True,False,1,,,,,60585.349131899886,60585.349131899886,0.0,5.7966203,-9.1885785,0.08610488474369049,0.08500000089406967,SN,stamp_classifier,0.9289544,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abkoall,
ZTF23aanewuh,197,4140,60103.25,60173.25,False,False,36,0.171359,,0.39618468,,60104.34409719985,60173.17609950015,68.83200230030343,259.7868495805555,57.60704058055556,6.475347456473456e-05,2.7328005723480385e-05,SN,stamp_classifier,0.9283871,1.2.0,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF23aanewuh,
ZTF24aaizork,3,7827,60409.44560190011,60411.472372699995,True,False,3,,,,,60409.44560190011,60411.472372699995,2.0267707998864353,264.6417874999948,44.170907533333335,0.06841935310375578,0.049074773397309555,SN,stamp_classifier,0.9283256,24.4.1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24aaizork,
ZTF20aazozim,8,1963,58979.44696759991,58997.4529281999,True,False,8,0.008033752,0.26011243,0.23301697,0.33224243,58979.44696759991,58997.4529281999,18.005960599984974,283.5353733375,47.9367047,7.437171000924394e-05,4.684045870264131e-05,SN,stamp_classifier,0.9281595,corr_bulk_0.0.1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF20aazozim,
ZTF23aagmbcv,18,3823,58768.12450229982,61058.5572453998,True,False,10,,,,,60053.443460599985,61058.5572453998,1005.113784799818,255.02996961663825,37.839515130600546,0.03003672731128416,0.02372096784152776,SN,stamp_classifier,0.92793435,27.5.7a32.dev1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF23aagmbcv,
ZTF24abksnph,1,2483,60586.13265050016,60586.13265050016,True,False,1,,,,,60586.13265050016,60586.13265050016,0.0,1.7252276,-11.300107,0.08668036013841629,0.08500000089406967,SN,stamp_classifier,0.92779505,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abksnph,
ZTF23aadsfgj,15,4238,60020.5,60046.25,True,False,10,-0.217297,0.091952,0.22516815,0.3101509,60020.483078700025,60046.37354170019,25.890463000163436,239.79083933,32.15744396,3.2802880970098584e-05,2.9381256308019807e-05,SN,stamp_classifier,0.92775977,1.1.6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF23aadsfgj,
ZTF24abklxei,1,1415,60585.279328700155,60585.279328700155,True,False,1,,,,,60585.279328700155,60585.279328700155,0.0,7.405548399999999,-6.4526651,0.06541439890861511,0.06499999761581421,SN,stamp_classifier,0.9273542,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abklxei,
ZTF22abxlmmw,3,3211,58218.25,59914.5,False,False,2,,,,,59909.51070600003,59914.48953700019,4.978831000160426,213.59653145,54.70677765,0.00014644181437173382,3.712310600900424e-05,SN,stamp_classifier,0.92716986,1.1.6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF22abxlmmw,
ZTF25aapuxul,20,2141,60804.473437500186,60832.44681710005,False,False,16,,,,,60804.473437500186,60832.44681710005,27.9733795998618,289.73113381246355,52.60403342925768,0.030058480554206655,0.01825511348590836,SN,stamp_classifier,0.92705977,27.5.6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF25aapuxul,
ZTF24aamydtt,26,3081,58876.51456019981,60509.26331020007,True,False,14,,,,,60441.3422801001,60509.26331020007,67.92103009996936,220.57143499926323,61.977477886612085,0.08605413521426881,0.04042983434742551,SN,stamp_classifier,0.92699707,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24aamydtt,
ZTF25aaqzlhw,15,2705,60816.37371530011,60832.43107639998,True,False,10,,,,,60816.37371530011,60832.43107639998,16.057361099869013,290.89105506700656,61.96593215099513,0.047891579261623976,0.022508872780325026,SN,stamp_classifier,0.9268318,27.5.6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF25aaqzlhw,
ZTF24aajdtjs,2,3687,60409.2702314998,60411.493205999956,False,False,2,,,,,60409.2702314998,60411.493205999956,2.2229745001532137,247.11267835000376,40.948795649999994,0.060852918529797004,0.045961939091251645,SN,stamp_classifier,0.92663676,24.4.1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24aajdtjs,
ZTF25abtaxxg,5,6373,60932.16461810004,60948.14378469996,True,False,2,,,,,60932.16461810004,60948.14378469996,15.979166599921882,247.57226169999305,22.604977250000005,0.04978671554423247,0.045961939091251645,SN,stamp_classifier,0.92646724,27.5.6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF25abtaxxg,
ZTF24aaiwbka,8,3934,59828.15903940005,60411.496111100074,True,False,6,,,,,60409.30368060013,60411.496111100074,2.1924304999411106,253.5626155028283,44.17419126375591,0.04156365700982487,0.029810475491383596,SN,stamp_classifier,0.9263096,24.4.1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24aaiwbka,
ZTF23aatkzyj,1,2779,60146.5,60146.5,False,False,1,,,,,60146.39510420011,60146.39510420011,0.0,308.3286082,69.6645526,,,SN,stamp_classifier,0.925858,1.2.0,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF23aatkzyj,
ZTF24abklalu,89,1972,59770.44333329983,60949.39568290021,True,False,32,,,,,60585.23056709999,60949.39568290021,364.1651158002205,10.328731385200703,-5.768381247041355,0.012766634723841994,0.012701988254226212,SN,stamp_classifier,0.925855,27.5.6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abklalu,
ZTF24aaxpsuf,28,1518,60518.43317130022,60549.395150499884,True,False,30,,,,,60518.43317130022,60549.395150499884,30.96197919966653,331.2317134710825,1.7464716861444747,0.028601496825507746,0.02858821000590184,SN,stamp_classifier,0.9249856,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24aaxpsuf,
ZTF22aabseql,27,1952,59636.21623839997,59641.32332180021,False,False,5,-0.080362,,-0.067685984,,59636.40638889978,59641.32332180021,4.9169329004362226,180.05488986,56.250879499999996,5.1620422309690395e-05,1.090939961836867e-05,SN,stamp_classifier,0.924665,correction_1.0.6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF22aabseql,
ZTF24abqtclj,76,9459,60607.11771989986,60733.40684030019,False,False,46,,,,,60667.510833300184,60733.40684030019,65.89600700000301,248.0725929174283,50.18949764828957,0.017110648809984627,0.010955101464776205,SN,stamp_classifier,0.9244036,26.0.1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abqtclj,
ZTF18aakdxos,14,3197,60080.30322920019,60353.4286342999,True,False,11,,,,,60287.44664350012,60353.4286342999,65.98199079977348,204.85208703687312,51.237234846792404,0.03428448029656865,0.02146541689501543,SN,stamp_classifier,0.92427176,23.12.20,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF18aakdxos,
ZTF18abxppmh,1,2494,60586.26677080011,60586.26677080011,True,False,1,,,,,60586.26677080011,60586.26677080011,0.0,14.4131935,1.0123683,0.08501327037811279,0.08500000089406967,SN,stamp_classifier,0.9240889,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF18abxppmh,
ZTF24abkoauk,4,1552,60585.32364579989,60586.182407400105,False,False,4,,,,,60585.32364579989,60586.182407400105,0.8587616002187133,9.987663312119434,0.6905050850017792,0.04413265554459283,0.044129448737744936,SN,stamp_classifier,0.92391837,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abkoauk,
ZTF20aazpaki,34,1989,58983.39258099999,59031.362939800136,True,False,34,-0.17984009,-0.035234626,0.40745544,0.37449268,58983.39258099999,59031.362939800136,47.970358800143,283.37056367941176,48.80970135588236,6.470785994895044e-05,2.334946876541723e-05,SN,stamp_classifier,0.9238562,corr_bulk_0.0.1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF20aazpaki,
ZTF23abtxlaq,10,1348,60292.122777800076,60294.17223379994,True,False,10,,,,,60292.122777800076,60294.17223379994,2.0494559998624027,35.71088857567112,26.91506935256862,0.024637334610532868,0.02196858099195117,SN,stamp_classifier,0.9238547,23.12.20,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF23abtxlaq,
ZTF22acawogb,7,2109,59928.25,59937.25,True,False,3,0.29011536,0.33599448,0.21740723,0.2836647,59935.14238430001,59937.19737270009,2.05498840007931,356.85115393333336,25.050078066666668,1.0888679122661991e-05,5.699967836227384e-05,SN,stamp_classifier,0.92374605,1.1.6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF22acawogb,
ZTF22abglxjh,19,1315,59840.3911342998,60586.434502299875,True,False,15,,,,,60585.211689800024,60586.434502299875,1.2228124998509884,9.204411484805748,-7.735184604613124,0.02195869153541798,0.021758883019525423,SN,stamp_classifier,0.92373544,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF22abglxjh,
ZTF24abklfav,14,1536,60568.46261569997,60586.462465300225,True,False,13,,,,,60585.23056709999,60586.462465300225,1.2318982002325356,8.552558012334705,0.338614581708722,0.025817080891754076,0.025816629031328576,SN,stamp_classifier,0.92369235,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abklfav,
ZTF24aaquuoi,14,2834,60461.42994209984,60481.34866899997,True,False,15,,,,,60461.42994209984,60481.34866899997,19.918726900126785,282.0814647232094,58.925871926895596,0.036213091171875704,0.018691264317466157,SN,stamp_classifier,0.9235635,24.5.1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24aaquuoi,
ZTF24abiiyvw,25,1771,60575.193171299994,60648.1560531999,True,False,22,,,,,60575.193171299994,60648.1560531999,72.96288189990446,324.98064168878904,-2.7990268854997264,0.006537179470159153,0.006529380399720332,SN,stamp_classifier,0.92346245,25.0.0,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abiiyvw,
ZTF24abkxcio,7,1401,60585.26046299981,60586.37533560023,True,False,7,,,,,60585.26046299981,60586.37533560023,1.1148726004175842,3.4146863400055194,-5.195093,0.03816995126252065,0.038013155962297505,SN,stamp_classifier,0.9234014,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abkxcio,
ZTF18abntwcu,97,2970,58348.17524310015,60822.326805599965,False,False,31,,,,,58348.34221060015,60822.326805599965,2473.9845949998125,248.07109806202735,68.81538127482686,0.03498539574243227,0.012642821667414128,SN,stamp_classifier,0.92319125,27.5.6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF18abntwcu,
ZTF24abktrxq,1,1082,60586.17797450023,60586.17797450023,True,False,1,,,,,60586.17797450023,60586.17797450023,0.0,14.2867158,-12.2448986,0.08697877079248428,0.08500000089406967,SN,stamp_classifier,0.9231101,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abktrxq,
ZTF21abqwbzz,40,1135,59429.452974500135,59471.42249999987,True,False,20,0.20933,0.379384,0.40404597,0.4765723,59429.452974500135,59471.42249999987,41.96952549973503,20.674046150000002,16.780845750000005,4.281407171490643e-05,3.767118820844797e-05,SN,stamp_classifier,0.923038,correction_1.0.6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF21abqwbzz,
ZTF25abuyzcs,2,3456,60943.13666669978,60950.14124999987,True,False,2,,,,,60943.13666669978,60950.14124999987,7.004583300091326,280.737163700021,54.13591234999999,0.07845148527366805,0.045961939091251645,SN,stamp_classifier,0.92300934,27.5.6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF25abuyzcs,
ZTF20abloggs,144,2057,59041.27547449991,59086.18005790003,True,False,23,0.06900787,0.09448558,-0.10096741,-0.013664193,59041.27547449991,59086.18005790003,44.90458340011537,282.1816673043478,53.80685280434783,0.00010865644138193398,2.406697998661355e-05,SN,stamp_classifier,0.922954,corr_bulk_0.0.1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF20abloggs,
ZTF23abryqtu,2,1513,60284.14149310021,60288.159537000116,False,False,3,,,,,60284.14149310021,60290.18400460016,6.042511499952525,303.65926173332076,53.14427553333333,0.08181827289912472,0.049074773397309555,SN,stamp_classifier,0.9229147,0.0.0,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF23abryqtu,
ZTF24aagolha,33,3749,58362.20263889991,60433.40695599979,True,False,27,,,,,60369.42756940005,60433.40695599979,63.979386599734426,247.75793425844498,40.19239074386006,0.008695376893125797,0.006642239496258798,SN,stamp_classifier,0.9228686,24.4.1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24aagolha,
ZTF25aatwmrk,12,3318,60831.41260420019,60851.32396990014,True,False,7,,,,,60832.44729170017,60851.32396990014,18.876678199972957,278.4186269714966,57.7241258,0.06016329234462739,0.03212698054371089,SN,stamp_classifier,0.92273927,27.5.6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF25aatwmrk,
ZTF19acxpkpv,182,1290,58827.502488399856,58881.53682869999,True,False,37,-0.16126442,-0.13639633,0.30428123,0.27458397,58828.551076400094,58881.53682869999,52.98575229989365,192.48252776216216,32.766164929729726,9.727368420921395e-05,4.7919990405839324e-05,SN,stamp_classifier,0.92273015,corr_bulk_0.0.1,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF19acxpkpv,
ZTF22abqaphs,22,1505,59877.25,59909.25,True,False,22,-0.088335,0.176029,0.086313516,0.3303724,59877.14296300011,59909.13017359981,31.987210599705577,301.13579625909097,57.42416940909092,6.642627606183981e-05,4.37658043188466e-05,SN,stamp_classifier,0.92254525,1.1.6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF22abqaphs,
ZTF24abkqqxq,6,1870,59850.390173600055,60585.4671180998,True,False,3,,,,,60585.27048610011,60585.4671180998,0.19663199968636036,12.440779080319693,0.8196786267733543,0.040433972473271386,0.040429834711623557,SN,stamp_classifier,0.9225369,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abkqqxq,
ZTF23aasrfjn,8,2188,60143.439942100085,60586.41103010019,True,False,4,,,,,60585.24939810019,60586.41103010019,1.16163200000301,15.719114189740015,-8.409536234057901,0.05219445096775528,0.05163325801093353,SN,stamp_classifier,0.9223036,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF23aasrfjn,
ZTF24abkltlj,8,1386,60533.424363399856,60585.37021989981,True,False,5,,,,,60558.396284699906,60585.37021989981,26.97393519990146,11.105805849999994,-0.35520210000009644,0.03250062463947781,0.03249999879070867,SN,stamp_classifier,0.92221034,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abkltlj,
ZTF24abktjjs,1,1322,60586.175763899926,60586.175763899926,True,False,1,,,,,60586.175763899926,60586.175763899926,0.0,17.9914581,-4.7268077,0.08529007434844971,0.08500000089406967,SN,stamp_classifier,0.92173916,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abktjjs,
ZTF22aaqcylc,4,1542,59076.46010420006,60586.38763889996,True,False,2,,,,,60586.340983800124,60586.38763889996,0.04665509983897209,12.481200850000503,-7.54720175,0.04636359065502615,0.045961939091251645,SN,stamp_classifier,0.9217265,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF22aaqcylc,
ZTF24abklvfs,16,2623,60533.424363399856,60586.42209490016,True,False,15,,,,,60585.25383100007,60586.42209490016,1.1682639000937343,5.207796039659482,-0.17178355245642485,0.02345770808005337,0.023457602516022438,SN,stamp_classifier,0.9216227,24.5.2a6,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF24abklvfs,
ZTF21abtdvpg,189,2401,59440.25,59751.25,False,False,102,0.640964,,0.4007777,,59441.17857640004,59751.2409144002,310.06233800016344,210.1868098872549,49.37297755588236,0.00010028923485548177,4.1594207930614264e-05,SN,stamp_classifier,0.9214638,1.1.2,SN,,F:\ZTF_Adjusted_Dataset\stamps_original\SN\ZTF21abtdvpg,
