oid,ndethist,ncovhist,mjdstarthist,mjdendhist,corrected,stellar,ndet,g_r_max,g_r_max_corr,g_r_mean,g_r_mean_corr,firstmjd,lastmjd,deltajd,meanra,meandec,sigmara,sigmadec,class,classifier,probability,step_id_corr,target_class,candid_used,stamp_dir,stamp_error,fid,fid_band,magpsf,sigmapsf,sgscore1,sgscore2,sgscore3,distpsnr1,distpsnr2,distpsnr3,classtar,fwhm,isdiffpos,alert_ndethist,alert_ncovhist,chinr,sharpnr,objectidps1,sgmag1,srmag1,simag1,szmag1,nmtchps
ZTF17aadqbxz,37,5328,58042.4503008998,61071.20682869991,True,False,9,4.529578,2.236148,3.2088146,1.6778066,58427.336666699965,61071.20682869991,2643.8701619999483,79.99191642816145,29.66352459091028,0.0293207252486067,0.0254781491327846,VS,stamp_classifier,0.94443715,27.5.7a32.dev1,VS,6.80413124815015e+17,F:\ZTF_Adjusted_Dataset\stamps_original\VS\ZTF17aadqbxz,,1.0,g,18.008146286010742,0.1828019767999649,0.9654579758644104,0.5,0.5,0.204964205622673,2.776885509490967,6.664433479309082,0.975000023841858,1.8989975452423096,t,8.0,717.0,1.218000054359436,-0.0659999996423721,1.4359079991949683e+17,13.931699752807615,12.623000144958496,11.862000465393066,11.354000091552734,14.0
ZTF26aaecwdm,23,4105,58214.36724539986,61116.36672449997,False,False,1,,,,,61116.36672449997,61116.36672449997,0.0,225.4486544,10.0391633,0.0863216891884803,0.0850000008940696,VS,stamp_classifier,0.9492889,27.5.7a32.dev1,VS,3.362366721915015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\VS\ZTF26aaecwdm,,2.0,r,15.630338668823242,0.0251254495233297,0.9954169988632202,0.5,0.0091666700318455,1.4827097654342651,4.795421600341797,16.580821990966797,0.996999979019165,1.6150329113006592,t,23.0,4105.0,0.3980000019073486,-0.0170000009238719,1.2004225449132765e+17,13.572400093078612,13.34000015258789,13.166000366210938,13.03219985961914,3.0
ZTF26aargnnv,1,1487,61135.393067100085,61135.393067100085,False,False,1,,,,,61135.393067100085,61135.393067100085,0.0,197.1345603,3.7469738,0.0851820856332779,0.0850000008940696,asteroid,stamp_classifier,1.0,27.5.7a32.dev1,asteroid,3.381393062815015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\asteroid\ZTF26aargnnv,,2.0,r,19.530345916748047,0.1724508255720138,0.983542025089264,0.9894520044326782,0.9891669750213624,20.19226837158203,22.166561126708984,27.12393379211425,0.9789999723434448,2.470000028610229,t,1.0,1487.0,0.7269999980926514,-0.5329999923706055,1.1249197137172094e+17,21.63960075378418,20.602100372314453,18.819299697875977,18.00040054321289,4.0
ZTF26aapnabx,1,1070,61124.18185190018,61124.18185190018,False,False,1,,,,,61124.18185190018,61124.18185190018,0.0,167.8847626,-5.2084806,0.0853524208068847,0.0850000008940696,asteroid,stamp_classifier,1.0,27.5.7a32.dev1,asteroid,3.370181851315015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\asteroid\ZTF26aapnabx,,2.0,r,19.9580020904541,0.2128174155950546,0.0491429008543491,-999.0,-999.0,23.15593719482422,-999.0,-999.0,0.8130000233650208,4.110000133514404,t,1.0,1070.0,0.4189999997615814,-0.0810000002384185,1.0174167882673288e+17,22.368900299072266,22.131799697875977,-999.0,-999.0,1.0
ZTF26aargnpt,1,1471,61135.39400460012,61135.39400460012,False,False,1,,,,,61135.39400460012,61135.39400460012,0.0,203.6399577,3.433227,0.0851528272032737,0.0850000008940696,asteroid,stamp_classifier,1.0,27.5.7a32.dev1,asteroid,3.381394003115015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\asteroid\ZTF26aargnpt,,2.0,r,19.42555809020996,0.1556002050638198,0.9966670274734496,1.0,0.9947080016136168,12.27085018157959,12.302864074707031,18.244892120361328,0.9789999723434448,2.4100000858306885,t,1.0,1471.0,0.7020000219345093,-0.025000000372529,1.1212203643285104e+17,21.039899826049805,20.63520050048828,20.508100509643555,20.390100479125977,7.0
ZTF26aapnamn,1,937,61124.183263900224,61124.183263900224,False,False,1,,,,,61124.183263900224,61124.183263900224,0.0,165.45899309999996,-11.5750052,0.0867645442485809,0.0850000008940696,asteroid,stamp_classifier,1.0,27.5.7a32.dev1,asteroid,3.370183263115015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\asteroid\ZTF26aapnamn,,2.0,r,18.490079879760746,0.0656651258468627,0.1956900060176849,0.0035416700411587,0.0,14.64540195465088,15.461231231689451,16.597328186035156,0.9929999709129332,1.8899999856948853,t,1.0,937.0,1.1670000553131104,-0.593999981880188,9.41116545500715e+16,-999.0,-999.0,21.54150009155273,21.270000457763672,5.0
ZTF24abybyrv,3,1293,59205.37502310006,60661.27734949999,False,False,1,,,,,60661.27734949999,60661.27734949999,0.0,108.6433214,-9.5444459,0.0659124106168747,0.0649999976158142,bogus,stamp_classifier,0.9530345,26.0.1,bogus,2.907277344715015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\bogus\ZTF24abybyrv,,1.0,g,16.19884490966797,0.1010858789086341,0.801181972026825,1.0,0.9932140111923218,3.827139377593994,5.010421752929688,5.120602130889893,0.7160000205039978,2.4960591793060303,t,3.0,1293.0,0.1110000014305114,0.0020000000949949,9.65410864347383e+16,19.30340003967285,19.10099983215332,18.393600463867188,18.16259956359864,26.0
ZTF25ababijb,2,1372,58874.09568289993,60862.463935200125,False,False,1,,,,,60862.463935200125,60862.463935200125,0.0,348.2355552,-11.8637709,0.086855299770832,0.0850000008940696,bogus,stamp_classifier,0.96073043,27.5.6,bogus,3.108463931315015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\bogus\ZTF25ababijb,,2.0,r,20.36160087585449,0.2162693589925766,0.9763749837875366,0.0012499999720603,0.9874169826507568,7.027533531188965,12.093982696533203,15.72944450378418,0.1070000007748603,4.849999904632568,t,2.0,1372.0,0.5099999904632568,-0.1110000014305114,9.37634823754638e+16,-999.0,21.69420051574707,20.3405990600586,19.65060043334961,3.0
ZTF23abdqqmh,5,1426,59760.44625000004,60586.32434030017,True,False,1,,,,,60586.32434030017,60586.32434030017,0.0,7.2105165,-7.5943595,0.0857521668076515,0.0850000008940696,bogus,stamp_classifier,0.9528141,24.5.2a6,bogus,2.83232434501501e+18,F:\ZTF_Adjusted_Dataset\stamps_original\bogus\ZTF23abdqqmh,,2.0,r,20.98304557800293,0.1826321482658386,0.0387082993984222,0.0041666701436042,0.5,1.1371392011642456,14.65538215637207,14.979248046875,0.9679999947547911,1.220850110054016,f,5.0,1426.0,7.789999961853027,0.4569999873638153,9.888007210675757e+16,18.39780044555664,18.120100021362305,18.075199127197266,18.06450080871582,6.0
ZTF24aavlmgr,1,1900,60503.40037039993,60503.40037039993,False,False,1,,,,,60503.40037039993,60503.40037039993,0.0,325.4065813,-13.4771957,0.0874069482088089,0.0850000008940696,bogus,stamp_classifier,0.9570267,24.5.2a6,bogus,2.749400375615015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\bogus\ZTF24aavlmgr,,2.0,r,17.492168426513672,0.0896527245640754,0.5,0.9881250262260436,-999.0,13.552889823913574,18.10658264160156,-999.0,0.2080000042915344,5.960000038146973,t,1.0,1900.0,1.215999960899353,-0.0810000002384185,9.183325405307187e+16,21.62380027770996,-999.0,-999.0,19.92110061645508,2.0
